CaptureEventID,Animal
ASG0003u2h,1
ASG0003u5i,1
ASG0003u5m,0
ASG0003udd,1
ASG0003ugm,1
ASG0003ugp,1
ASG0003uhb,1
ASG0003ukv,0
ASG0003ul7,1
ASG0003usb,1
ASG0003utc,0
ASG0003uwx,1
ASG0003uzm,1
ASG0003v01,1
ASG0003v0u,1
ASG0003v2p,1
ASG0003v3i,1
ASG0003v3q,1
ASG0003v3s,1
ASG0003v64,1
ASG0003v8t,1
ASG0003v90,0
ASG0003v9f,1
ASG0003va3,1
ASG0003vas,1
ASG0003vax,1
ASG0003vdt,1
ASG0003vg8,1
ASG0003vgo,0
ASG0003vhm,1
ASG0003vhq,1
ASG0003vmp,1
ASG0003vos,1
ASG0003vpe,1
ASG0003vte,1
ASG0003vvk,1
ASG0003vvq,1
ASG0003vvt,1
ASG0003vw6,0
ASG0003vya,1
ASG0003vyh,1
ASG0003vz3,1
ASG0003vzq,1
ASG0003w0m,1
ASG0003w1g,1
ASG0003w1q,1
ASG0003w38,0
ASG0003w6g,0
ASG0003w6h,1
ASG0003w74,1
ASG0003w76,1
ASG0003w7b,1
ASG0003w8n,1
ASG0003wa1,1
ASG0003wal,0
ASG0003wap,1
ASG0003waq,1
ASG0003wbg,1
ASG0003wc6,1
ASG0003wco,1
ASG0003wcv,1
ASG0003wex,1
ASG0003wgl,1
ASG0003wgw,1
ASG0003wi4,1
ASG0003wiw,1
ASG0003wjm,1
ASG0003wnv,1
ASG0003wp7,1
ASG0003wq1,1
ASG0003wsx,1
ASG0003wt7,1
ASG0003wtf,1
ASG0003wtr,1
ASG0003wuy,1
ASG0003wx3,1
ASG0003wxh,1
ASG0003wy0,1
ASG0003wz3,1
ASG0003x0h,1
ASG0003x34,1
ASG0003x4b,0
ASG0003x5u,1
ASG0003x6s,1
ASG0003x9p,1
ASG0003xbx,1
ASG0003xeh,1
ASG0003xej,1
ASG0003xmd,0
ASG0003xoa,1
ASG0003xpa,1
ASG0003xsd,1
ASG0003xt9,0
ASG0003xtd,1
ASG0003xu9,1
ASG0003xvi,1
ASG0003xw0,1
ASG0003xwp,1
ASG0003xwy,1
ASG0003xy5,1
ASG0003xyp,1
ASG0003xzx,1
ASG0003y01,1
ASG0003y0o,0
ASG0003y4q,1
ASG0003y7b,1
ASG0003y8r,1
ASG0003yc6,1
ASG0003yhi,1
ASG0003yhj,1
ASG0003yil,1
ASG0003ykj,1
ASG0003yl0,1
ASG0003ylj,0
ASG0003ymw,1
ASG0003ync,1
ASG0003yne,1
ASG0003yon,1
ASG0003ypd,1
ASG0003yqi,1
ASG0003yqs,1
ASG0003yrp,1
ASG0003yu2,1
ASG0003z1g,1
ASG0003z3r,1
ASG0003z3v,1
ASG0003z5n,0
ASG0003z6c,1
ASG0003z7h,1
ASG0003z7k,1
ASG0003zb4,1
ASG0003zco,1
ASG0003ze0,1
ASG0003zm9,0
ASG0003zpc,1
ASG0003zv1,0
ASG0003zzh,0
ASG000406d,0
ASG000407n,0
ASG000409v,0
ASG00040bb,1
ASG00040ef,0
ASG00040km,1
ASG00040l4,0
ASG00040ll,0
ASG00040m1,0
ASG00040m6,0
ASG00040o6,1
ASG00040ok,0
ASG00040s0,1
ASG00040sx,1
ASG00040u0,1
ASG00040vm,1
ASG00040vs,1
ASG000410n,1
ASG000412l,0
ASG000412s,0
ASG000416r,0
ASG0004198,0
ASG00041dp,0
ASG00041g2,0
ASG00041g6,0
ASG00041gz,0
ASG00041ih,0
ASG00041mo,0
ASG00041oc,0
ASG00041tc,0
ASG00041up,0
ASG00041vx,1
ASG00041vy,1
ASG00041zt,1
ASG000420x,1
ASG000422h,1
ASG00042b0,0
ASG00042i6,1
ASG00042ll,1
ASG00042lw,1
ASG00042of,0
ASG00042qi,0
ASG00042wa,0
ASG00042xj,1
ASG00042xs,1
ASG0004333,1
ASG000435b,1
ASG000438c,0
ASG00043bm,0
ASG00043cb,1
ASG00043cg,0
ASG00043cz,1
ASG00043gf,1
ASG00043ha,1
ASG00043o9,1
ASG00043vg,0
ASG00043ys,1
ASG0004422,1
ASG0004444,0
ASG000446f,1
ASG0004470,1
ASG00044a6,0
ASG00044fw,0
ASG00044gr,0
ASG00044h3,0
ASG00044ka,1
ASG00044l9,1
ASG00044o1,1
ASG00044p0,1
ASG00044pg,1
ASG00044sn,0
ASG00044t7,0
ASG00044wp,1
ASG00044wu,1
ASG00044yv,0
ASG00044zq,0
ASG00044zr,0
ASG000450q,1
ASG000458d,0
ASG00045d4,1
ASG00045fi,0
ASG00045g5,0
ASG00045ii,0
ASG00045j5,0
ASG00045my,1
ASG00045n0,1
ASG00045ol,1
ASG00045qj,1
ASG00045sj,1
ASG00045th,0
ASG00045ty,1
ASG00045zk,1
ASG000463m,1
ASG000466o,0
ASG00046bz,0
ASG00046cf,1
ASG00046d8,0
ASG00046fe,0
ASG00046ix,0
ASG00046mf,0
ASG00046mj,0
ASG00046qo,0
ASG00046td,0
ASG000471x,0
ASG000478r,1
ASG00047a5,1
ASG00047bt,1
ASG00047by,1
ASG00047cw,1
ASG00047fb,1
ASG00047fh,0
ASG00047fx,1
ASG00047g8,1
ASG00047ip,0
ASG00047iw,1
ASG00047m2,1
ASG00047n6,0
ASG00047nd,1
ASG00047o8,1
ASG00047pl,1
ASG00047qe,1
ASG00047qn,0
ASG00047qy,1
ASG00047r8,1
ASG00047ve,0
ASG00047y4,0
ASG00047yp,0
ASG000482s,0
ASG000483v,0
ASG0004846,0
ASG000484l,0
ASG0004857,0
ASG00048b9,0
ASG00048by,0
ASG00048cp,0
ASG00048dg,0
ASG00048ir,0
ASG00048j6,0
ASG00048nk,0
ASG00048pd,0
ASG00048pz,0
ASG00048uw,0
ASG000491b,1
ASG000495p,0
ASG00049eo,0
ASG00049h5,1
ASG00049kj,0
ASG00049pe,0
ASG00049q8,1
ASG00049tv,0
ASG0004a22,1
ASG0004a7h,1
ASG0004a7p,1
ASG0004a8t,1
ASG0004a99,1
ASG0004ac2,1
ASG0004ac4,1
ASG0004acw,1
ASG0004aew,1
ASG0004ak4,1
ASG0004akk,1
ASG0004aly,1
ASG0004amj,1
ASG0004aof,1
ASG0004aqb,1
ASG0004avo,1
ASG0004ays,1
ASG0004b5v,1
ASG0004b6s,1
ASG0004baf,1
ASG0004bef,1
ASG0004beo,1
ASG0004bf7,1
ASG0004bg8,0
ASG0004bkg,1
ASG0004bkj,1
ASG0004bn0,1
ASG0004br8,1
ASG0004bro,1
ASG0004bsg,1
ASG0004bts,1
ASG0004bvn,1
ASG0004bvv,0
ASG0004bw3,1
ASG0004by9,1
ASG0004c1o,1
ASG0004c5b,0
ASG0004c5i,1
ASG0004c7c,1
ASG0004c8v,1
ASG0004c9v,1
ASG0004cb8,1
ASG0004cdd,1
ASG0004ce8,1
ASG0004cg4,1
ASG0004ch8,0
ASG0004chb,1
ASG0004cje,1
ASG0004ckj,1
ASG0004cp8,1
ASG0004cuu,0
ASG0004cvv,1
ASG0004czo,1
ASG0004d0q,1
ASG0004d47,0
ASG0004d8m,1
ASG0004dfy,0
ASG0004dh3,0
ASG0004dlz,1
ASG0004dmu,1
ASG0004dmy,1
ASG0004drj,1
ASG0004dyq,1
ASG0004e0w,1
ASG0004e12,1
ASG0004e2m,1
ASG0004e2n,1
ASG0004e3z,1
ASG0004e4q,1
ASG0004eds,1
ASG0004ee1,1
ASG0004eea,1
ASG0004elk,0
ASG0004emf,1
ASG0004emj,1
ASG0004eo0,1
ASG0004eon,1
ASG0004eug,0
ASG0004eyh,0
ASG0004f1s,0
ASG0004f7o,0
ASG0004fe7,0
ASG0004ffa,1
ASG0004fha,1
ASG0004fje,1
ASG0004fjp,1
ASG0004fl5,1
ASG0004fly,1
ASG0004foq,1
ASG0004fpe,1
ASG0004fq4,1
ASG0004fqa,1
ASG0004fre,1
ASG0004fry,1
ASG0004fsy,1
ASG0004fur,1
ASG0004fxn,1
ASG0004fzl,1
ASG0004fzx,1
ASG0004g63,1
ASG0004g74,1
ASG0004ga8,1
ASG0004ga9,1
ASG0004gc2,1
ASG0004ge6,1
ASG0004geo,1
ASG0004gfr,1
ASG0004gft,1
ASG0004gh0,1
ASG0004gig,1
ASG0004gjj,1
ASG0004gl9,1
ASG0004gmk,1
ASG0004gnb,1
ASG0004gnx,1
ASG0004gpx,1
ASG0004gtx,1
ASG0004gzi,1
ASG0004gzv,1
ASG0004h32,1
ASG0004h5c,1
ASG0004h83,1
ASG0004h9k,1
ASG0004hak,1
ASG0004hcz,1
ASG0004hhd,1
ASG0004hjb,1
ASG0004hn6,1
ASG0004hu8,1
ASG0004hux,1
ASG0004hw9,1
ASG0004hx7,1
ASG0004hxg,1
ASG0004hym,0
ASG0004hzq,1
ASG0004i1u,1
ASG0004i3r,0
ASG0004i3v,0
ASG0004i5l,1
ASG0004ido,1
ASG0004ig6,1
ASG0004igi,0
ASG0004iqc,0
ASG0004iwu,0
ASG0004ixa,0
ASG0004j1q,0
ASG0004j2q,0
ASG0004j3k,0
ASG0004j8o,1
ASG0004j9i,1
ASG0004jsf,0
ASG0004jt9,0
ASG0004jyp,0
ASG0004k37,0
ASG0004k3b,0
ASG0004k4h,0
ASG0004k8w,0
ASG0004kae,0
ASG0004kcg,0
ASG0004kdj,0
ASG0004khk,0
ASG0004kif,0
ASG0004kkm,0
ASG0004klh,0
ASG0004kne,0
ASG0004kr9,0
ASG0004kyl,0
ASG0004l2h,0
ASG0004l59,0
ASG0004l5r,0
ASG0004l64,0
ASG0004l73,0
ASG0004llb,0
ASG0004lor,0
ASG0004lwh,1
ASG0004lxq,1
ASG0004lzc,0
ASG0004m47,0
ASG0004m4n,0
ASG0004m6i,0
ASG0004m9q,1
ASG0004ma7,0
ASG0004mev,0
ASG0004mkk,0
ASG0004ml5,0
ASG0004mm1,0
ASG0004mod,0
ASG0004mrr,0
ASG0004mst,0
ASG0004mu1,0
ASG0004mua,1
ASG0004mvi,1
ASG0004mya,1
ASG0004n05,1
ASG0004n1y,1
ASG0004na2,0
ASG0004nbo,0
ASG0004nex,1
ASG0004nni,0
ASG0004nqr,0
ASG0004nsu,1
ASG0004nty,1
ASG0004o0i,1
ASG0004o0k,1
ASG0004o0y,1
ASG0004o1d,0
ASG0004o1s,0
ASG0004oaj,0
ASG0004oax,0
ASG0004oc7,0
ASG0004oca,0
ASG0004ooi,0
ASG0004opn,1
ASG0004otq,1
ASG0004oxu,0
ASG0004oyq,1
ASG0004p3a,1
ASG0004p3i,0
ASG0004p3j,0
ASG0004p4v,0
ASG0004p5u,0
ASG0004p60,0
ASG0004p6g,1
ASG0004p7z,0
ASG0004p8d,1
ASG0004p8v,0
ASG0004pdl,1
ASG0004pe8,0
ASG0004pgf,1
ASG0004pkr,1
ASG0004pna,0
ASG0004pod,0
ASG0004ptc,1
ASG0004pxy,1
ASG0004q6g,0
ASG0004q77,0
ASG0004qfk,0
ASG0004qg4,0
ASG0004qmm,0
ASG0004qqr,0
ASG0004qqs,0
ASG0004qv5,0
ASG0004qy9,0
ASG0004qz1,0
ASG0004qzu,0
ASG0004r47,0
ASG0004r4a,0
ASG0004r8h,0
ASG0004rcx,0
ASG0004rdy,0
ASG0004re9,0
ASG0004rhp,0
ASG0004rid,0
ASG0004rrv,0
ASG0004rst,1
ASG0004rt6,1
ASG0004rti,1
ASG0004ru0,0
ASG0004rw0,1
ASG0004rzd,1
ASG0004rzv,1
ASG0004s28,1
ASG0004s2l,1
ASG0004s38,0
ASG0004s3o,1
ASG0004s60,1
ASG0004s63,1
ASG0004s81,1
ASG0004s97,1
ASG0004sb8,0
ASG0004sbf,1
ASG0004se2,1
ASG0004skh,1
ASG0004skk,1
ASG0004sly,1
ASG0004sm7,1
ASG0004so8,1
ASG0004spb,1
ASG0004stz,1
ASG0004svo,1
ASG0004t02,1
ASG0004t0x,1
ASG0004t2z,1
ASG0004t6d,1
ASG0004t75,1
ASG0004t8c,1
ASG0004ta7,1
ASG0004tap,1
ASG0004tdn,1
ASG0004tei,0
ASG0004tkp,0
ASG0004tpl,1
ASG0004ts7,1
ASG0004tsg,1
ASG0004tt9,1
ASG0004tyr,1
ASG0004u8q,1
ASG0004u8s,1
ASG0004uaj,1
ASG0004uat,1
ASG0004ub9,1
ASG0004ubw,0
ASG0004uee,1
ASG0004uj5,1
ASG0004uju,1
ASG0004ulm,1
ASG0004um2,1
ASG0004um6,1
ASG0004umb,1
ASG0004umc,1
ASG0004unp,1
ASG0004usv,0
ASG0004v08,0
ASG0004v0e,0
ASG0004v37,0
ASG0004v3i,1
ASG0004v5x,0
ASG0004v9f,0
ASG0004vd7,0
ASG0004vqq,0
ASG0004vuk,1
ASG0004vup,1
ASG0004vzh,0
ASG0004w1q,0
ASG0004w3p,0
ASG0004w4w,0
ASG0004wde,0
ASG0004wea,0
ASG0004wja,0
ASG0004wmi,0
ASG0004wpg,0
ASG0004wqk,0
ASG0004wvb,0
ASG0004wvo,1
ASG0004x09,0
ASG0004x1q,0
ASG0004x7i,1
ASG0004x7k,0
ASG0004xbo,0
ASG0004xee,0
ASG0004xeq,0
ASG0004xet,0
ASG0004xiy,0
ASG0004xo0,1
ASG0004xqq,1
ASG0004xr2,0
ASG0004xs8,1
ASG0004xtn,0
ASG0004xtz,1
ASG0004xuw,0
ASG0004xxq,1
ASG0004xxv,1
ASG0004y1q,0
ASG0004y2b,0
ASG0004y30,1
ASG0004ydw,1
ASG0004yg8,1
ASG0004yi1,1
ASG0004yjh,1
ASG0004yjr,1
ASG0004ykr,1
ASG0004ylb,1
ASG0004yoz,0
ASG0004yv7,0
ASG0004yxw,0
ASG0004zmc,0
ASG0004zni,0
ASG0004zq9,0
ASG0004zs4,0
ASG0004zsn,0
ASG0004zun,1
ASG0004zw4,0
ASG0004zzp,0
ASG000501x,1
ASG000502g,0
ASG000505o,0
ASG000506w,1
ASG000508w,0
ASG00050cq,1
ASG00050eh,0
ASG00050kp,1
ASG00050lm,0
ASG00050ud,1
ASG00050xt,1
ASG000511b,1
ASG000511g,0
ASG0005120,0
ASG0005136,1
ASG000515q,1
ASG000516t,1
ASG000517d,0
ASG00051b0,1
ASG00051f1,1
ASG00051g9,1
ASG00051gl,1
ASG00051hj,1
ASG00051iq,1
ASG00051k9,1
ASG00051ld,1
ASG00051lk,1
ASG00051mo,1
ASG00051p3,0
ASG00051vr,0
ASG00051wk,1
ASG0005211,0
ASG000529i,1
ASG00052b5,1
ASG00052go,0
ASG00052j5,1
ASG00052nc,1
ASG00052q7,1
ASG00052qs,1
ASG00052s5,0
ASG00052uz,0
ASG00052yn,1
ASG000531f,1
ASG000532g,0
ASG000532n,1
ASG000536j,0
ASG000537g,0
ASG000538l,1
ASG00053c9,0
ASG00053ej,1
ASG00053hb,0
ASG00053ig,0
ASG00053ul,0
ASG00053vf,1
ASG00053yu,0
ASG0005417,0
ASG000541i,0
ASG000548w,0
ASG00054ac,0
ASG00054cd,0
ASG00054h5,0
ASG00054xv,0
ASG00055bt,0
ASG00055go,1
ASG00055jg,1
ASG00055si,1
ASG00055u2,0
ASG00055ui,1
ASG00055vm,1
ASG00055yl,1
ASG00055zo,1
ASG0005604,1
ASG000560g,1
ASG000568a,1
ASG000569h,1
ASG00056b5,0
ASG00056dg,0
ASG00056e7,0
ASG00056fu,0
ASG00056fy,1
ASG00056h0,1
ASG00056hj,0
ASG00056ls,0
ASG00056r5,1
ASG00056rd,1
ASG00056xh,1
ASG00056xn,1
ASG0005741,1
ASG0005742,1
ASG00057aj,0
ASG00057c6,0
ASG00057es,1
ASG00057fa,1
ASG00057jq,1
ASG00057jr,1
ASG00057qs,0
ASG00057ta,0
ASG00057y9,1
ASG000582r,0
ASG000582s,0
ASG000585l,0
ASG00058a4,1
ASG00058hg,0
ASG00058jo,0
ASG00058lo,1
ASG00058mo,1
ASG00058s1,0
ASG00058sj,0
ASG00058vm,0
ASG00058vx,0
ASG00058yf,0
ASG0005915,0
ASG0005988,0
ASG00059hg,1
ASG00059hq,1
ASG00059hv,1
ASG00059i0,1
ASG00059it,1
ASG00059j3,1
ASG00059kx,1
ASG00059ma,1
ASG00059mm,1
ASG00059ns,1
ASG00059vy,0
ASG0005a0k,0
ASG0005a2p,0
ASG0005aea,0
ASG0005aer,0
ASG0005ail,0
ASG0005amr,0
ASG0005ap6,0
ASG0005aua,1
ASG0005awt,0
ASG0005b1l,1
ASG0005bbg,0
ASG0005bez,0
ASG0005bln,1
ASG0005bpl,0
ASG0005bra,1
ASG0005btl,0
ASG0005by2,1
ASG0005c1h,1
ASG0005c8y,1
ASG0005cco,0
ASG0005cd4,0
ASG0005cdp,1
ASG0005cee,1
ASG0005ceh,1
ASG0005cf2,1
ASG0005cha,1
ASG0005ckj,1
ASG0005cl8,1
ASG0005cnw,1
ASG0005cpz,0
ASG0005cuk,0
ASG0005cuw,0
ASG0005cxb,0
ASG0005cyj,0
ASG0005cz5,0
ASG0005d13,0
ASG0005d6c,0
ASG0005daf,0
ASG0005dci,1
ASG0005ddv,0
ASG0005dfh,0
ASG0005dia,1
ASG0005dop,0
ASG0005dov,0
ASG0005dvu,0
ASG0005dwt,1
ASG0005dyt,0
ASG0005e0w,0
ASG0005e2z,0
ASG0005e5k,1
ASG0005ec8,0
ASG0005ehy,0
ASG0005ej8,0
ASG0005ejd,1
ASG0005en1,0
ASG0005erd,1
ASG0005esc,1
ASG0005esd,1
ASG0005f0z,1
ASG0005fhf,0
ASG0005fhn,1
ASG0005fhv,1
ASG0005fj1,0
ASG0005fm1,1
ASG0005fow,0
ASG0005fp3,0
ASG0005ftd,0
ASG0005gai,1
ASG0005hqi,1
ASG0005hyx,1
ASG0005i1r,1
ASG0005i2e,1
ASG0005i7t,1
ASG0005iae,0
ASG0005iaq,1
ASG0005igz,1
ASG0005irr,1
ASG0005ix6,1
ASG0005iy5,1
ASG0005iz2,1
ASG0005izp,1
ASG0005izr,1
ASG0005j08,1
ASG0005j0t,1
ASG0005j0w,1
ASG0005j0x,1
ASG0005j1q,1
ASG0005j1v,1
ASG0005j2d,1
ASG0005j2g,1
ASG0005j2p,1
ASG0005j2t,1
ASG0005j2x,1
ASG0005j6c,0
ASG0005j83,0
ASG0005j9n,1
ASG0005jbl,1
ASG0005jd6,0
ASG0005jka,0
ASG0005jq5,0
ASG0005jsq,1
ASG0005jvb,0
ASG0005jx8,0
ASG0005k3s,1
ASG0005k5w,1
ASG0005k7a,1
ASG0005kar,1
ASG0005kca,1
ASG0005kcx,1
ASG0005kf1,1
ASG0005khm,1
ASG0005kjt,1
ASG0005kki,0
ASG0005kku,1
ASG0005koo,1
ASG0005kp7,1
ASG0005kp9,1
ASG0005krv,1
ASG0005ks4,1
ASG0005kud,1
ASG0005kw3,1
ASG0005l0i,0
ASG0005l1m,1
ASG0005l2k,1
ASG0005l7k,1
ASG0005l96,1
ASG0005lcg,1
ASG0005lh6,1
ASG0005lhu,1
ASG0005lif,0
ASG0005lo3,1
ASG0005lse,1
ASG0005lth,1
ASG0005luj,1
ASG0005luq,1
ASG0005lvi,1
ASG0005mcs,1
ASG0005md6,1
ASG0005mdo,1
ASG0005men,1
ASG0005mf4,1
ASG0005mf8,1
ASG0005mgu,1
ASG0005mii,0
ASG0005ml4,0
ASG0005mo0,0
ASG0005mue,1
ASG0005mui,1
ASG0005my1,0
ASG0005n21,1
ASG0005n6p,1
ASG0005n6z,1
ASG0005na1,1
ASG0005ngs,1
ASG0005nhx,1
ASG0005nk0,0
ASG0005nkt,1
ASG0005nm3,1
ASG0005nmz,1
ASG0005npp,1
ASG0005nq0,0
ASG0005nwl,0
ASG0005o0x,0
ASG0005o34,1
ASG0005o9c,1
ASG0005obs,1
ASG0005oc5,0
ASG0005ojo,0
ASG0005onn,0
ASG0005op4,0
ASG0005ot2,1
ASG0005p0d,0
ASG0005p5t,0
ASG0005pew,0
ASG0005pjt,0
ASG0005plj,0
ASG0005pln,0
ASG0005plp,0
ASG0005pp6,0
ASG0005ps2,1
ASG0005q0n,0
ASG0005qex,0
ASG0005qje,0
ASG0005qle,0
ASG0005qpf,0
ASG0005qqe,1
ASG0005qv6,1
ASG0005qvt,1
ASG0005qze,1
ASG0005rba,1
ASG0005rfp,0
ASG0005rg3,0
ASG0005rgv,1
ASG0005rnj,1
ASG0005rsw,1
ASG0005rwc,1
ASG0005rwi,1
ASG0005rzp,1
ASG0005s0m,0
ASG0005s31,1
ASG0005s32,1
ASG0005s5c,1
ASG0005s5z,1
ASG0005s8f,1
ASG0005sd2,0
ASG0005sfm,1
ASG0005shy,1
ASG0005si2,1
ASG0005sik,1
ASG0005sj9,1
ASG0005sla,1
ASG0005slb,1
ASG0005sns,1
ASG0005so5,1
ASG0005spr,1
ASG0005sqf,1
ASG0005srm,1
ASG0005ssl,1
ASG0005st5,1
ASG0005sw7,1
ASG0005sz5,1
ASG0005szw,0
ASG0005t2p,1
ASG0005t5j,0
ASG0005t8d,0
ASG0005t9z,1
ASG0005tad,1
ASG0005tcl,0
ASG0005tcr,1
ASG0005tio,1
ASG0005tjt,1
ASG0005tjz,0
ASG0005tkr,1
ASG0005tlv,1
ASG0005to8,1
ASG0005tv6,0
ASG0005u0o,0
ASG0005u1s,1
ASG0005ub7,0
ASG0005ud9,0
ASG0005uep,0
ASG0005v1b,0
ASG0005v2e,0
ASG0005v2v,1
ASG0005v77,0
ASG0005v8k,0
ASG0005vd3,0
ASG0005vfy,0
ASG0005vqb,0
ASG0005vte,0
ASG0005vwh,0
ASG0005vxv,0
ASG0005vze,0
ASG0005w9u,1
ASG0005wac,0
ASG0005waf,1
ASG0005wc7,1
ASG0005whc,0
ASG0005wku,0
ASG0005x4r,0
ASG0005x8m,0
ASG0005x8r,0
ASG0005x9c,0
ASG0005xre,0
ASG0005xsd,0
ASG0005y41,1
ASG0005y81,1
ASG0005yao,1
ASG0005yar,1
ASG0005ye6,0
ASG0005ygp,0
ASG0005yo1,0
ASG0005yq4,0
ASG0005yu1,0
ASG0005yzb,0
ASG0005zcx,0
ASG0005zf7,0
ASG0005zgj,0
ASG0005zh4,1
ASG0005zjp,0
ASG0005zo4,1
ASG0005zog,0
ASG0005zse,0
ASG0005zwn,0
ASG000601c,1
ASG000601i,1
ASG000602l,1
ASG000608j,1
ASG000609k,1
ASG00060b7,1
ASG00060bf,0
ASG00060bg,1
ASG00060iw,1
ASG00060jh,1
ASG00060jq,0
ASG00060se,1
ASG00060wc,0
ASG0006117,0
ASG0006126,0
ASG000617n,0
ASG0006187,0
ASG00061df,0
ASG00061kt,0
ASG00061rb,0
ASG00061tt,1
ASG00061u1,1
ASG00061u8,0
ASG00061x0,1
ASG00061xt,1
ASG000621a,1
ASG000623q,1
ASG000624i,1
ASG000625a,1
ASG00062bb,1
ASG00062eo,0
ASG00062f5,1
ASG00062gd,1
ASG00062h5,1
ASG00062kq,1
ASG00062rn,1
ASG00062u4,1
ASG00062yv,1
ASG0006369,0
ASG000637c,0
ASG000638f,0
ASG000638i,0
ASG00063aa,0
ASG00063ai,0
ASG00063ce,0
ASG00063ds,0
ASG00063g4,0
ASG00063gy,0
ASG00063iu,0
ASG00063ki,0
ASG00063nu,1
ASG00063si,1
ASG00063sr,1
ASG00063um,1
ASG00063vj,1
ASG00063vm,1
ASG00063vn,1
ASG00063vz,1
ASG00063w2,1
ASG00063yx,1
ASG00063z0,1
ASG0006412,1
ASG000641y,1
ASG0006431,1
ASG000648d,1
ASG000648m,1
ASG00064aa,1
ASG00064bu,1
ASG00064c3,1
ASG00064d0,1
ASG00064eu,1
ASG00064gb,1
ASG00064gx,1
ASG00064hc,1
ASG00064if,1
ASG00064js,1
ASG00064m2,1
ASG00064n0,1
ASG00064nm,0
ASG00064p5,1
ASG00064pz,1
ASG00064uh,1
ASG00064yq,0
ASG000650s,1
ASG000656o,0
ASG000659n,0
ASG00065eh,0
ASG00065m5,0
ASG0006657,0
ASG000666j,0
ASG00066bf,1
ASG00066e5,1
ASG00066es,0
ASG00066gs,1
ASG00066hf,1
ASG00066i9,0
ASG00066ih,1
ASG00066oo,1
ASG00066ow,1
ASG00066ph,1
ASG00066py,1
ASG00066rd,1
ASG00066tb,1
ASG00066th,1
ASG00066uk,1
ASG00066zf,1
ASG0006728,1
ASG000673j,0
ASG00067cd,0
ASG00067cf,0
ASG00067r4,0
ASG00067tz,0
ASG00067ve,0
ASG00067x9,0
ASG0006872,0
ASG000689p,1
ASG00068hb,1
ASG00068ht,0
ASG00068i1,0
ASG00068s0,1
ASG00068ub,0
ASG00068xd,0
ASG00068xm,0
ASG00068yi,1
ASG00068yp,1
ASG00068zc,0
ASG00068zr,0
ASG000690r,1
ASG000690y,0
ASG000695k,0
ASG00069du,1
ASG00069ef,0
ASG00069h9,1
ASG00069lq,0
ASG00069mi,1
ASG00069o7,1
ASG00069td,1
ASG00069yf,1
ASG0006a18,1
ASG0006a1v,1
ASG0006a42,0
ASG0006a5x,0
ASG0006a7r,1
ASG0006aac,0
ASG0006agj,0
ASG0006aj3,0
ASG0006anu,0
ASG0006apz,0
ASG0006aqp,0
ASG0006b4b,1
ASG0006bfh,0
ASG0006bnw,1
ASG0006br8,0
ASG0006brb,1
ASG0006bvd,0
ASG0006bvh,0
ASG0006bx9,0
ASG0006c47,0
ASG0006cca,0
ASG0006ch5,0
ASG0006chf,0
ASG0006cij,0
ASG0006ck4,0
ASG0006cok,0
ASG0006cpp,0
ASG0006crg,0
ASG0006d61,0
ASG0006d82,0
ASG0006dan,0
ASG0006de3,1
ASG0006dgg,0
ASG0006dgk,0
ASG0006dp7,1
ASG0006e0x,1
ASG0006e22,1
ASG0006e3c,1
ASG0006e4f,1
ASG0006e5f,1
ASG0006e6k,1
ASG0006e6s,0
ASG0006e9n,1
ASG0006ea8,1
ASG0006egb,1
ASG0006ehf,1
ASG0006eu1,0
ASG0006eu2,0
ASG0006f6k,0
ASG0006f6z,0
ASG0006fpn,0
ASG0006fvf,0
ASG0006g1o,0
ASG0006g2s,0
ASG0006g6x,0
ASG0006gbg,1
ASG0006gdl,0
ASG0006gee,1
ASG0006gk7,0
ASG0006gkz,1
ASG0006glv,0
ASG0006gsu,0
ASG0006gu5,1
ASG0006gyh,0
ASG0006gyv,0
ASG0006h0f,0
ASG0006h0j,0
ASG0006h22,0
ASG0006h3b,0
ASG0006h7p,0
ASG0006h87,1
ASG0006h9v,1
ASG0006ha5,1
ASG0006hfp,0
ASG0006hhi,1
ASG0006hi6,0
ASG0006hil,1
ASG0006hio,1
ASG0006hm8,1
ASG0006hn4,1
ASG0006hq5,0
ASG0006hun,0
ASG0006i79,0
ASG0006i7n,1
ASG0006idy,0
ASG0006ijl,0
ASG0006ijs,0
ASG0006ikl,0
ASG0006ita,0
ASG0006iv5,0
ASG0006ivx,0
ASG0006ixw,0
ASG0006j4x,0
ASG0006j93,0
ASG0006ja6,0
ASG0006jbt,1
ASG0006jd1,1
ASG0006jlq,0
ASG0006jna,0
ASG0006jnf,1
ASG0006jnm,1
ASG0006jow,0
ASG0006jr0,1
ASG0006jwm,1
ASG0006jww,0
ASG0006kc4,0
ASG0006kg9,0
ASG0006knc,0
ASG0006ko7,0
ASG0006kpr,0
ASG0006kpt,0
ASG0006kqd,0
ASG0006ks1,0
ASG0006l1j,0
ASG0006l7r,0
ASG0006l7u,0
ASG0006l8e,0
ASG0006l8h,0
ASG0006lf4,0
ASG0006lso,0
ASG0006lxa,0
ASG0006lxc,0
ASG0006m0c,0
ASG0006m51,0
ASG0006m5r,0
ASG0006maw,0
ASG0006me7,0
ASG0006mfe,0
ASG0006mgi,0
ASG0006mii,0
ASG0006mj7,0
ASG0006mmv,0
ASG0006mnm,0
ASG0006mqe,0
ASG0006mqi,0
ASG0006mr9,0
ASG0006mvo,0
ASG0006n11,1
ASG0006n21,0
ASG0006ne5,0
ASG0006nek,1
